1,1,1,19,
2,2,1,20,
3,3,1,7,
4,4,1,1,
5,5,1,5,
6,6,1,10,
7,7,1,4,
8,8,1,15,
9,9,1,29,
10,10,1,0,
11,11,1,38,
12,12,1,25,
13,13,1,5,
14,14,1,26,
15,15,1,3,
16,16,1,14,
17,17,1,26,
18,18,1,6,
19,19,1,38,
20,20,1,11,
21,21,1,34,
22,22,1,31,
23,23,1,40,
24,24,1,5,
25,25,1,26,
26,26,1,8,
27,27,1,25,
28,28,1,11,
29,29,1,1,
30,30,1,13,
31,31,1,28,
32,32,1,39,
33,33,1,9,
34,34,1,10,
35,35,1,19,
36,36,1,29,
37,37,1,37,
38,38,1,34,
39,39,1,4,
40,40,1,36,
41,41,1,11,
42,42,1,3,
43,43,1,9,
44,44,1,4,
45,45,1,12,
46,46,1,18,
47,47,1,3,
48,48,1,32,
49,49,1,23,
50,50,1,25,
51,51,1,3,
52,52,1,33,
53,53,1,20,
54,54,1,6,
55,55,1,37,
56,56,1,11,
57,57,1,2,
58,58,1,5,
59,59,1,39,
60,60,1,19,
61,61,1,25,
62,62,1,38,
63,63,1,35,
64,64,1,11,
65,65,1,32,
66,66,1,17,
67,67,1,40,
68,68,1,40,
69,69,1,19,
70,70,1,32,
71,71,1,37,
72,72,1,31,
73,73,1,37,
74,74,1,2,
75,75,1,6,
76,76,1,18,
77,77,1,32,
78,78,1,24,
79,79,1,16,
80,80,1,15,
81,81,1,40,
82,82,1,20,
83,83,1,19,
84,84,1,2,
85,85,1,21,
86,86,1,13,
87,87,1,26,
88,88,1,20,
89,89,1,31,
90,90,1,32,
91,91,1,20,
92,92,1,32,
93,93,1,31,
94,94,1,9,
95,95,1,14,
96,96,1,17,
97,97,1,28,
98,98,1,32,
99,99,1,37,
100,100,1,15,
101,101,1,24,
102,102,1,5,
103,103,1,20,
104,104,1,35,
105,105,1,17,
106,106,1,18,
107,107,1,18,
108,108,1,39,
109,109,1,15,
110,110,1,21,
111,111,1,12,
112,112,1,14,
113,113,1,17,
114,114,1,16,
115,115,1,9,
116,116,1,37,
117,117,1,7,
118,118,1,3,
119,119,1,25,
120,120,1,18,
121,121,1,16,
122,122,1,31,
123,123,1,18,
124,124,1,18,
125,125,1,11,
126,126,1,14,
127,127,1,38,
128,128,1,7,
129,129,1,35,
130,130,1,32,
131,131,1,4,
132,132,1,32,
133,133,1,5,
134,134,1,18,
135,135,1,9,
136,136,1,6,
137,137,1,29,
138,138,1,16,
139,139,1,16,
140,140,1,2,
141,141,1,6,
142,142,1,22,
143,143,1,38,
144,144,1,14,
145,145,1,25,
146,146,1,20,
147,147,1,10,
148,148,1,0,
149,149,1,0,
150,150,1,5,
151,151,1,38,
152,152,1,27,
153,153,1,10,
154,154,1,1,
155,155,1,14,
156,156,1,12,
157,157,1,22,
158,158,1,13,
159,159,1,32,
160,160,1,22,
161,161,1,23,
162,162,1,7,
163,163,1,20,
164,164,1,40,
165,165,1,34,
166,166,1,2,
167,167,1,7,
168,168,1,17,
169,169,1,1,
170,170,1,32,
171,171,1,17,
172,172,1,20,
173,173,1,29,
174,174,1,5,
175,175,1,21,
176,176,1,22,
177,177,1,29,
178,178,1,25,
179,179,1,11,
180,180,1,19,
181,181,1,29,
182,182,1,36,
183,183,1,9,
184,184,1,22,
185,185,1,12,
186,186,1,32,
187,187,1,24,
188,188,1,15,
189,189,1,17,
190,190,1,20,
191,191,1,31,
192,192,1,38,
193,193,1,37,
194,194,1,21,
195,195,1,3,
196,196,1,4,
197,197,1,4,
198,198,1,35,
199,199,1,30,
200,200,1,22,
201,201,1,8,
202,202,1,29,
203,203,1,39,
204,204,1,21,
205,205,1,36,
206,206,1,10,
207,207,1,10,
208,208,1,4,
209,209,1,7,
210,210,1,7,
211,211,1,5,
212,212,1,2,
213,213,1,4,
214,214,1,15,
215,215,1,33,
216,216,1,19,
217,217,1,30,
218,218,1,36,
219,219,1,11,
220,220,1,39,
221,221,1,25,
222,222,1,31,
223,223,1,37,
224,224,1,31,
225,225,1,34,
226,226,1,39,
227,227,1,30,
228,228,1,36,
229,229,1,22,
230,230,1,25,
231,231,1,1,
232,232,1,13,
233,233,1,1,
234,234,1,22,
235,235,1,18,
236,236,1,31,
237,237,1,13,
238,238,1,32,
239,239,1,16,
240,240,1,38,
241,241,1,16,
242,242,1,18,
243,243,1,27,
244,244,1,11,
245,245,1,31,
246,246,1,18,
247,247,1,11,
248,248,1,20,
249,249,1,24,
250,250,1,22,
251,251,1,20,
252,252,1,34,
253,253,1,29,
254,254,1,0,
255,255,1,6,
256,256,1,13,
257,257,1,15,
258,258,1,3,
259,259,1,40,
260,260,1,13,
261,261,1,0,
262,262,1,21,
263,263,1,1,
264,264,1,22,
265,265,1,17,
266,266,1,34,
267,267,1,20,
268,268,1,12,
269,269,1,12,
270,270,1,7,
271,271,1,10,
272,272,1,15,
273,273,1,3,
274,274,1,32,
275,275,1,11,
276,276,1,14,
277,277,1,19,
278,278,1,24,
279,279,1,35,
280,280,1,35,
281,281,1,40,
282,282,1,5,
283,283,1,26,
284,284,1,28,
285,285,1,19,
286,286,1,9,
287,287,1,39,
288,288,1,29,
289,289,1,10,
290,290,1,12,
291,291,1,34,
292,292,1,18,
293,293,1,26,
294,294,1,28,
295,295,1,16,
296,296,1,11,
297,297,1,36,
298,298,1,18,
299,299,1,0,
300,300,1,39,
301,301,1,10,
302,302,1,4,
303,303,1,25,
304,304,1,1,
305,305,1,24,
306,306,1,29,
307,307,1,27,
308,308,1,8,
309,309,1,13,
310,310,1,8,
311,311,1,2,
312,312,1,28,
313,313,1,3,
314,314,1,12,
315,315,1,23,
316,316,1,36,
317,317,1,9,
318,318,1,8,
319,319,1,37,
320,320,1,14,
321,321,1,40,
322,322,1,9,
323,323,1,9,
324,324,1,21,
325,325,1,1,
326,326,1,40,
327,327,1,33,
328,328,1,20,
329,329,1,29,
330,330,1,14,
331,331,1,4,
332,332,1,28,
333,333,1,10,
334,334,1,18,
335,335,1,33,
336,336,1,14,
337,337,1,32,
338,338,1,40,
339,339,1,15,
340,340,1,1,
341,341,1,18,
342,342,1,28,
343,343,1,23,
344,344,1,40,
345,345,1,17,
346,346,1,32,
347,347,1,0,
348,348,1,15,
349,349,1,26,
350,350,1,28,
351,351,1,23,
352,352,1,4,
353,353,1,15,
354,354,1,39,
355,355,1,11,
356,356,1,15,
357,357,1,30,
358,358,1,31,
359,359,1,32,
360,360,1,7,
361,361,1,23,
362,362,1,20,
363,363,1,18,
364,364,1,18,
365,365,1,12,
366,366,1,16,
367,367,1,37,
368,368,1,17,
369,369,1,24,
370,370,1,21,
371,371,1,3,
372,372,1,23,
373,373,1,23,
374,374,1,33,
375,375,1,36,
376,376,1,34,
377,377,1,13,
378,378,1,37,
379,379,1,5,
380,380,1,0,
381,381,1,16,
382,382,1,26,
383,383,1,5,
384,384,1,12,
385,385,1,11,
386,386,1,31,
387,387,1,24,
388,388,1,14,
389,389,1,31,
390,390,1,7,
391,391,1,36,
392,392,1,18,
393,393,1,24,
394,394,1,18,
395,395,1,32,
396,396,1,18,
397,397,1,37,
398,398,1,17,
399,399,1,5,
400,400,1,1,
401,401,1,38,
402,402,1,33,
403,403,1,12,
404,404,1,9,
405,405,1,23,
406,406,1,0,
407,407,1,39,
408,408,1,25,
409,409,1,36,
410,410,1,28,
411,411,1,38,
412,412,1,22,
413,413,1,0,
414,414,1,2,
415,415,1,31,
416,416,1,35,
417,417,1,22,
418,418,1,24,
419,419,1,32,
420,420,1,4,
421,421,1,9,
422,422,1,26,
423,423,1,24,
424,424,1,34,
425,425,1,4,
426,426,1,17,
427,427,1,13,
428,428,1,17,
429,429,1,9,
430,430,1,5,
431,431,1,36,
432,432,1,29,
433,433,1,24,
434,434,1,23,
435,435,1,7,
436,436,1,0,
437,437,1,10,
438,438,1,39,
439,439,1,22,
440,440,1,33,
441,441,1,34,
442,442,1,19,
443,443,1,28,
444,444,1,2,
445,445,1,13,
446,446,1,5,
447,447,1,39,
448,448,1,4,
449,449,1,37,
450,450,1,30,
451,451,1,11,
452,452,1,25,
453,453,1,39,
454,454,1,7,
455,455,1,24,
456,456,1,15,
457,457,1,38,
458,458,1,20,
459,459,1,36,
460,460,1,10,
461,461,1,27,
462,462,1,7,
463,463,1,22,
464,464,1,13,
465,465,1,1,
466,466,1,18,
467,467,1,20,
468,468,1,30,
469,469,1,36,
470,470,1,38,
471,471,1,27,
472,472,1,15,
473,473,1,39,
474,474,1,11,
475,475,1,28,
476,476,1,24,
477,477,1,19,
478,478,1,39,
479,479,1,27,
480,480,1,5,
481,481,1,13,
482,482,1,13,
483,483,1,10,
484,484,1,26,
485,485,1,34,
486,486,1,20,
487,487,1,13,
488,488,1,27,
489,489,1,16,
490,490,1,23,
491,491,1,22,
492,492,1,24,
493,493,1,25,
494,494,1,40,
495,495,1,15,
496,496,1,19,
497,497,1,27,
498,498,1,29,
499,499,1,40,
500,500,1,22,
501,501,1,7,
502,502,1,30,
503,503,1,10,
504,504,1,28,
505,505,1,35,
506,506,1,19,
507,507,1,33,
508,508,1,6,
509,509,1,5,
510,510,1,20,
511,511,1,21,
512,512,1,16,
513,513,1,3,
514,514,1,23,
515,515,1,37,
516,516,1,13,
517,517,1,32,
518,518,1,40,
519,519,1,31,
520,520,1,13,
521,521,1,37,
522,522,1,39,
523,523,1,5,
524,524,1,18,
525,525,1,25,
526,526,1,29,
527,527,1,23,
528,528,1,12,
529,529,1,12,
530,530,1,26,
531,531,1,35,
532,532,1,16,
533,533,1,22,
534,534,1,13,
535,535,1,18,
536,536,1,34,
537,537,1,13,
538,538,1,0,
539,539,1,19,
540,540,1,4,
541,541,1,5,
542,542,1,7,
543,543,1,27,
544,544,1,8,
545,545,1,36,
546,546,1,7,
547,547,1,26,
548,548,1,25,
549,549,1,27,
550,550,1,35,
551,551,1,23,
552,552,1,25,
553,553,1,38,
554,554,1,28,
555,555,1,1,
556,556,1,33,
557,557,1,2,
558,558,1,21,
559,559,1,32,
560,560,1,21,
561,561,1,27,
562,562,1,3,
563,563,1,13,
564,564,1,31,
565,565,1,10,
566,566,1,5,
567,567,1,6,
568,568,1,24,
569,569,1,23,
570,570,1,0,
571,571,1,26,
572,572,1,0,
573,573,1,12,
574,574,1,28,
575,575,1,18,
576,576,1,0,
577,577,1,16,
578,578,1,4,
579,579,1,2,
580,580,1,34,
581,581,1,4,
582,582,1,39,
583,583,1,38,
584,584,1,35,
585,585,1,35,
586,586,1,36,
587,587,1,24,
588,588,1,12,
589,589,1,26,
590,590,1,17,
591,591,1,22,
592,592,1,35,
593,593,1,37,
594,594,1,25,
595,595,1,30,
596,596,1,9,
597,597,1,20,
598,598,1,8,
599,599,1,38,
600,600,1,22,
601,601,1,25,
602,602,1,24,
603,603,1,19,
604,604,1,28,
605,605,1,16,
606,606,1,16,
607,607,1,5,
608,608,1,9,
609,609,1,6,
610,610,1,30,
611,611,1,36,
612,612,1,14,
613,613,1,39,
614,614,1,6,
615,615,1,0,
616,616,1,24,
617,617,1,24,
618,618,1,1,
619,619,1,9,
620,620,1,14,
621,621,1,34,
622,622,1,23,
623,623,1,7,
624,624,1,12,
625,625,1,35,
626,626,1,21,
627,627,1,18,
628,628,1,15,
629,629,1,7,
630,630,1,36,
631,631,1,38,
632,632,1,3,
633,633,1,14,
634,634,1,26,
635,635,1,2,
636,636,1,35,
637,637,1,34,
638,638,1,33,
639,639,1,25,
640,640,1,31,
641,641,1,14,
642,642,1,6,
643,643,1,29,
644,644,1,21,
645,645,1,5,
646,646,1,26,
647,647,1,27,
648,648,1,32,
649,649,1,6,
650,650,1,31,
651,651,1,34,
652,652,1,3,
653,653,1,6,
654,654,1,26,
655,655,1,26,
656,656,1,13,
657,657,1,38,
658,658,1,31,
659,659,1,31,
660,660,1,30,
661,661,1,12,
662,662,1,2,
663,663,1,21,
664,664,1,18,
665,665,1,5,
666,666,1,30,
667,667,1,17,
668,668,1,1,
669,669,1,38,
670,670,1,23,
671,671,1,14,
672,672,1,5,
673,673,1,14,
674,674,1,3,
675,675,1,8,
676,676,1,32,
677,677,1,18,
678,678,1,7,
679,679,1,33,
680,680,1,27,
681,681,1,1,
682,682,1,16,
683,683,1,28,
684,684,1,3,
685,685,1,13,
686,686,1,17,
687,687,1,6,
688,688,1,34,
689,689,1,39,
690,690,1,7,
691,691,1,13,
692,692,1,0,
693,693,1,12,
694,694,1,6,
695,695,1,39,
696,696,1,30,
697,697,1,38,
698,698,1,33,
699,699,1,38,
700,700,1,25,
701,701,1,18,
702,702,1,23,
703,703,1,38,
704,704,1,33,
705,705,1,10,
706,706,1,3,
707,707,1,25,
708,708,1,22,
709,709,1,19,
710,710,1,2,
711,711,1,24,
712,712,1,20,
713,713,1,22,
714,714,1,0,
715,715,1,11,
716,716,1,32,
717,717,1,12,
718,718,1,2,
719,719,1,24,
720,720,1,8,
721,721,1,31,
722,722,1,25,
723,723,1,33,
724,724,1,40,
725,725,1,29,
726,726,1,9,
727,727,1,11,
728,728,1,33,
729,729,1,1,
730,730,1,15,
731,731,1,10,
732,732,1,32,
733,733,1,9,
734,734,1,18,
735,735,1,37,
736,736,1,26,
737,737,1,25,
738,738,1,12,
739,739,1,15,
740,740,1,15,
741,741,1,23,
742,742,1,14,
743,743,1,26,
744,744,1,24,
745,745,1,40,
746,746,1,38,
747,747,1,7,
748,748,1,20,
749,749,1,20,
750,750,1,1,
751,751,1,31,
752,752,1,37,
753,753,1,32,
754,754,1,18,
755,755,1,16,
756,756,1,27,
757,757,1,6,
758,758,1,17,
759,759,1,16,
760,760,1,37,
761,761,1,31,
762,762,1,26,
763,763,1,40,
764,764,1,2,
765,765,1,39,
766,766,1,11,
767,767,1,35,
768,768,1,24,
769,769,1,25,
770,770,1,9,
771,771,1,13,
772,772,1,1,
773,773,1,23,
774,774,1,20,
775,775,1,29,
776,776,1,25,
777,777,1,16,
778,778,1,23,
779,779,1,16,
780,780,1,3,
781,781,1,10,
782,782,1,26,
783,783,1,0,
784,784,1,37,
785,785,1,8,
786,786,1,10,
787,787,1,26,
788,788,1,38,
789,789,1,0,
790,790,1,4,
791,791,1,0,
792,792,1,18,
793,793,1,3,
794,794,1,29,
795,795,1,15,
796,796,1,0,
797,797,1,26,
798,798,1,21,
799,799,1,34,
800,800,1,38,
801,801,1,20,
802,802,1,9,
803,803,1,10,
804,804,1,11,
805,805,1,30,
806,806,1,16,
807,807,1,18,
808,808,1,7,
809,809,1,25,
810,810,1,30,
811,811,1,25,
812,812,1,2,
813,813,1,27,
814,814,1,23,
815,815,1,15,
816,816,1,23,
817,817,1,37,
818,818,1,25,
819,819,1,1,
820,820,1,25,
821,821,1,13,
822,822,1,10,
823,823,1,36,
824,824,1,17,
825,825,1,22,
826,826,1,13,
827,827,1,12,
828,828,1,10,
829,829,1,24,
830,830,1,25,
831,831,1,16,
832,832,1,34,
833,833,1,7,
834,834,1,32,
835,835,1,29,
836,836,1,25,
837,837,1,13,
838,838,1,5,
839,839,1,32,
840,840,1,16,
841,841,1,32,
842,842,1,29,
843,843,1,35,
844,844,1,31,
